frame_indices,x_coords,y_coords,contrasts,masses_kDa,fit_errors,frame_signal_scores,neareast_neighbour_distances,selections
8,102.948327602266,17.6168700377926,-0.012767564399531,1,0.037875831342649,0,1.79769313486232E+308,1
18,56.0619925426714,13.4220689044062,-0.0019047926144,2,0.325313849348146,0,18.8988606917311,1
21,103.232291020939,25.2165306899652,-0.01253610883791,3,0.043880864290693,0,48.6224884939042,1
23,42.8587252337443,26.9439277934227,-0.004359589624172,4,0.132942234124073,0,18.8988606917311,1
32,38.0267845631445,5.92270795950294,-0.022665166382886,5,0.031725564001167,0,1.79769313486232E+308,1
53,29.6497958755614,22.1275048624453,-0.012371146282454,6,0.048791503132144,0,1.79769313486232E+308,1
70,27.1414171381395,27.4156502312084,-0.003763886958464,7,0.251075780467609,0,11.0911520515788,1
75,19.7106031047523,19.181777713829,-0.002035799376801,8,0.335846603813461,0,11.0911520515788,1
78,106.946563206075,21.342092968828,-0.003507709407251,9,0.145321015531593,0,36.3011713846893,1
79,70.6680202623036,20.0605447732738,0.001275822628657,10,0.463311526999848,0,36.3011713846893,1
142,104.517020697947,21.1661371779507,-0.008490998216937,11,0.055630396848659,0,1.79769313486232E+308,1
208,90.190933052608,26.9456664391916,-0.049062335897665,12,0.037372589134973,0,1.79769313486232E+308,1
226,47.1908397030057,16.6790638346978,-0.004022023695006,13,0.149737328560955,0,42.3226290931272,1
226,5.49629961271873,23.9433779808419,-0.004034395103471,14,0.142032025898239,0,42.3226290931272,1
227,89.0258716446004,26.3188934641162,-0.002360342821318,15,0.355238050285471,0,42.931296426249,1
251,63.4147333202842,16.4507019352427,0.001401676310862,16,0.459400609787111,0,1.79769313486232E+308,1
297,116.343461949594,8.31677255357939,-0.026997485245937,17,0.026994060454904,0,1.79769313486232E+308,1
344,27.0797911659382,24.5421915821972,-0.001985154216006,18,0.365431400009172,0,1.79769313486232E+308,1
353,41.0294249886132,13.34671519417,-0.003602151435364,19,0.15833898919338,0,13.854077796137,1
358,53.8743895052992,18.5373180634421,-0.001819345466034,20,0.356211608651015,0,13.854077796137,1
367,15.8618245746295,22.1473877599432,-0.004173894956358,21,0.144025869968348,0,1.79769313486232E+308,1
386,104.087354617017,19.1529572144389,-0.001788443584992,22,0.463904313205236,0,1.79769313486232E+308,1
407,74.3591800841431,22.7816082523679,-0.001465820210506,23,0.457796208107689,0,1.79769313486232E+308,1
433,67.6111115733052,22.7695111559282,0.001450112440144,24,0.441190940403258,0,46.9496900537298,1
437,114.492143225528,20.2313489537407,0.001540811131191,25,0.447541492909718,0,46.9496900537298,1
449,107.688483743632,26.7992999946778,-0.002678180566444,26,0.234723109884544,0,1.79769313486232E+308,1
462,75.1888381547374,22.3481564716582,-0.003084389845674,27,0.216833033232247,0,33.940178385717,1
465,105.206376864036,6.50886738754652,-0.003558736901321,28,0.151642439513564,0,33.940178385717,1
468,36.7636405090121,11.5725298128335,-0.012465144123859,29,0.037079898469422,0,19.9384449461448,1
472,56.604914425838,13.5386010800898,-0.012872432891139,30,0.0412333642068,0,19.9384449461448,1
495,106.936414245498,16.6682138547274,-0.013236535881026,31,0.041497198535404,0,1.79769313486232E+308,1
